library,function,line,file
alpacka.metric_logging.log_scalar,metric_logging.log_scalar,85,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\agents\base.py
alpacka.metric_logging.log_scalar,metric_logging.log_scalar,72,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\agents\callbacks\graph_size_callback.py
alpacka.metric_logging.log_scalar,metric_logging.log_scalar,81,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\agents\callbacks\graph_size_callback.py
alpacka.metric_logging.log_property,metric_logging.log_property,167,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.metric_logging.log_scalar_metrics,metric_logging.log_scalar_metrics,183,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.metric_logging.log_scalar_metrics,metric_logging.log_scalar_metrics,186,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.metric_logging.log_scalar_metrics,metric_logging.log_scalar_metrics,198,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.utils.mrunner_client.configure_neptune,mrunner_client.configure_neptune,301,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.metric_logging.register_logger,metric_logging.register_logger,302,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.utils.tensorboard.TensorBoardLogger,tensorboard.TensorBoardLogger,311,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.metric_logging.register_logger,metric_logging.register_logger,312,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner.py
alpacka.metric_logging.log_scalar_metrics,metric_logging.log_scalar_metrics,71,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner_callbacks.py
alpacka.metric_logging.log_scalar_metrics,metric_logging.log_scalar_metrics,77,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\runner_callbacks.py
neptune.init,neptune.init,81,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\utils\mrunner_client.py
neptune.create_experiment,neptune.create_experiment,84,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\utils\mrunner_client.py
neptune.init,neptune.init,94,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\utils\mrunner_client.py
neptune.project.get_experiments,neptune.project.get_experiments,95,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\utils\mrunner_client.py
alpacka.metric_logging.register_logger,metric_logging.register_logger,98,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\utils\mrunner_client.py
neptune.get_experiment,neptune.get_experiment,104,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\utils\mrunner_client.py
neptune.get_experiment,neptune.get_experiment,108,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\alpacka\utils\mrunner_client.py
metric_logging.log_text,log_text,116,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\goal_builders\int\goal_generator_int.py
metric_logging.log_text,log_text,37,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\goal_builders\int\mcts_goal_builder_int.py
metric_logging.log_scalar,log_scalar,74,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\goal_generating_networks\conditional_goal_predictor_sokoban.py
metric_logging.log_scalar,log_scalar,126,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\goal_generating_networks\goal_predictor_pixel_diff.py
metric_logging.log_scalar,log_scalar,22,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\goal_verificators\cnn_verificator_sokoban.py
metric_logging.log_scalar,log_scalar,28,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\goal_verificators\cnn_verificator_sokoban.py
metric_logging.log_scalar,log_scalar,39,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_generate_problems.py
metric_logging.log_scalar,log_scalar,43,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_generate_problems.py
metric_logging.log_scalar,log_scalar,61,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_goal_hf.py
metric_logging.log_scalar,log_scalar,67,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_goal_hf.py
metric_logging.log_scalar,log_scalar,72,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_goal_lstm.py
metric_logging.log_scalar,log_scalar,61,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,67,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,77,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_policy_hf_pointer.py
metric_logging.log_scalar,log_scalar,83,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_policy_hf_pointer.py
metric_logging.log_scalar,log_scalar,71,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_policy_lstm.py
metric_logging.log_scalar,log_scalar,68,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_value.py
metric_logging.log_scalar,log_scalar,74,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_value.py
metric_logging.log_text,log_text,100,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_int_train_verificator.py
metric_logging.MetricsAccumulator,MetricsAccumulator,68,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.log_scalar,log_scalar,90,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,91,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,92,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.log_scalar,log_scalar,95,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.log_scalar,log_scalar,96,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.log_scalar,log_scalar,100,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,117,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_mcts_solve_int.py
metric_logging.MetricsAccumulator,MetricsAccumulator,53,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,75,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,76,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,79,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,80,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,84,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,96,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,97,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,98,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,102,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,107,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_scalar,log_scalar,111,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_text,log_text,115,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.log_text,log_text,121,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_shooting_solve_int.py
metric_logging.MetricsAccumulator,MetricsAccumulator,53,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.MetricsAccumulator,MetricsAccumulator,54,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.MetricsAccumulator,MetricsAccumulator,55,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.MetricsAccumulator,MetricsAccumulator,56,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_text,log_text,92,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_text,log_text,93,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,98,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,103,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,104,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,109,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,110,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_text,log_text,114,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,115,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,121,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,126,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,127,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_text,log_text,128,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,129,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,131,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,133,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,149,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar,log_scalar,152,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_text,log_text,174,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_text,log_text,175,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,178,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,179,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,180,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.log_text,log_text,196,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_solve_int.py
metric_logging.MetricsAccumulator,MetricsAccumulator,49,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.MetricsAccumulator,MetricsAccumulator,50,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.log_text,log_text,89,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.log_text,log_text,90,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.log_scalar,log_scalar,98,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.log_scalar,log_scalar,103,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.log_scalar,log_scalar,105,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.log_scalar_metrics,log_scalar_metrics,117,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\int\job_vanilla_solve_int.py
metric_logging.log_image,log_image,64,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_create_samples_sokoban.py
metric_logging.log_scalar,log_scalar,65,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_create_samples_sokoban.py
metric_logging.log_scalar,log_scalar,66,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_create_samples_sokoban.py
metric_logging.log_scalar,log_scalar,67,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_create_samples_sokoban.py
metric_logging.log_scalar,log_scalar,68,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_create_samples_sokoban.py
logging.getLogger,logging.getLogger,179,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
logging.StreamHandler,logging.StreamHandler,185,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_text,log_text,187,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_text,log_text,193,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_text,log_text,215,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_text,log_text,218,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_text,log_text,231,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_scalar,log_scalar,321,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_scalar,log_scalar,324,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_scalar,log_scalar,333,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_scalar,log_scalar,338,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.log_scalar,log_scalar,340,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\job_train_transformer.py
metric_logging.MetricsAccumulator,MetricsAccumulator,45,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,64,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,67,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,68,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,69,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,73,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar_metrics,log_scalar_metrics,85,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,86,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,90,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_text,log_text,99,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_shooting_hf.py
metric_logging.log_scalar,log_scalar,56,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_goal_hf.py
metric_logging.log_scalar,log_scalar,57,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_goal_hf.py
metric_logging.log_scalar,log_scalar,58,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_goal_hf.py
metric_logging.log_scalar,log_scalar,71,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_goal_hf.py
metric_logging.log_scalar,log_scalar,72,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_goal_hf.py
metric_logging.log_scalar,log_scalar,86,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_goal_hf.py
metric_logging.log_scalar,log_scalar,92,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_goal_hf.py
metric_logging.log_scalar,log_scalar,55,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,56,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,57,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,70,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,71,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,85,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,91,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_multigenerator_hf.py
metric_logging.log_scalar,log_scalar,62,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_policy_hf.py
metric_logging.log_scalar,log_scalar,76,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_policy_hf.py
metric_logging.log_scalar,log_scalar,82,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_policy_hf.py
metric_logging.log_scalar,log_scalar,65,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_value_hf.py
metric_logging.log_scalar,log_scalar,66,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_value_hf.py
metric_logging.log_scalar,log_scalar,80,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_value_hf.py
metric_logging.log_scalar,log_scalar,86,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_value_hf.py
metric_logging.log_text,log_text,89,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_train_verificator_hf.py
metric_logging.log_scalar,log_scalar,84,C:\Users\fpatr\PycharmProjects\ML-Logging./data/clones\AdaptiveSubgoalSearch\adaptive_subs\jobs\rubik\job_rubik_validate_policy_hf.py
